object;tag
3126;hvac_comforttouch
3131;hvac_comforttouch
3287;hvac_comforttouch
3290;hvac_comforttouch
3292;hvac_comforttouch
29029;hvac_comforttouch
29030;hvac_comforttouch
29038;hvac_comforttouch
29072;hvac_comforttouch
29097;hvac_comforttouch
29285;hvac_comforttouch
29286;hvac_comforttouch
29294;hvac_comforttouch
29328;hvac_comforttouch
29353;hvac_comforttouch
3243;hvac_comforttouch
3246;hvac_comforttouch
3247;hvac_comforttouch
3244;hvac_comforttouch
3245;hvac_comforttouch
3253;hvac_comforttouch
3256;hvac_comforttouch
3257;hvac_comforttouch
3254;hvac_comforttouch
3255;hvac_comforttouch
65842;schedulers
65843;schedulers
65844;schedulers
65845;schedulers
65846;schedulers
65847;schedulers
65848;schedulers
65849;schedulers
65850;schedulers
65851;schedulers
11012;ARR
11012;read-flag
12589;fan-24v
12591;fan-24v
12593;fan-24v
12595;fan-24v
12597;fan-24v
12599;fan-24v
12601;fan-24v
650;Satel
650;Obecnosc
